video,class,actual,prediction,confidence,above_threshold,result_type
Scenes 001-020__505-5-_20230815200453259.mp4,Time Stick,0.0,1,0.6671034097671509,False,FP
Scenes 001-020__505-5-_20230815200453259.mp4,TimeSpear,0.0,0,0.0,False,TN
Scenes 001-020__505-5-_20230815200453259.mp4,Sylvie's Armor,0.0,0,0.0,False,TN
Scenes 001-020__505-5-_20230815200453259.mp4,Boastful Loki Armor,1.0,1,0.8408434391021729,True,TP
Scenes 001-020__505-5-_20230815200453259.mp4,Sylvie's horned headpiece,0.0,1,0.7398670315742493,False,FP
Scenes 001-020__505-5-_20230815200453259.mp4,Loki's dagger,0.0,0,0.0,False,TN
Scenes 001-020__505-5-_20230815200453259.mp4,TVA Uniform,0.0,0,0.0,False,TN
Scenes 001-020__505-5-_20230815200453259.mp4,Kid Loki Armor,1.0,1,0.9327594041824341,True,TP
Scenes 001-020__505-5-_20230815200453259.mp4,TVA Prisoner Uniform,0.0,0,0.0,False,TN
Scenes 001-020__505-5-_20230815200453259.mp4,Loki's Variant uniform,0.0,1,0.6121926307678223,False,FP
Scenes 001-020__505-5-_20230815200453259.mp4,Sylvie's machete,0.0,1,0.7202442288398743,False,FP
Scenes 001-020__505-5-_20230815200453259.mp4,TVA Collar,0.0,0,0.0,False,TN
Scenes 001-020__505-5-_20230815200453259.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,False,TN
Scenes 001-020__505-5-_20230815200453259.mp4,TemPad,0.0,1,0.603996217250824,False,FP
Scenes 001-020__505-5-_20230815200453259.mp4,Classic Loki Armor,1.0,1,0.7657711505889893,False,TP
Scenes 001-020__110A-2-_20230815160756908.mp4,TVA Monitor,1.0,1,0.9698053598403931,True,TP
Scenes 001-020__110A-2-_20230815160756908.mp4,Loki's Armor,0.0,1,0.7071009874343872,False,FP
Scenes 001-020__110A-2-_20230815160756908.mp4,Aligator Loki Plushie,0.0,1,0.6596425771713257,False,FP
Scenes 001-020__110A-2-_20230815160756908.mp4,Time Stick,0.0,1,0.6104158759117126,False,FP
Scenes 001-020__110A-2-_20230815160756908.mp4,TimeSpear,0.0,1,0.7726886868476868,False,FP
Scenes 001-020__110A-2-_20230815160756908.mp4,Sylvie's Armor,0.0,0,0.0,False,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,Boastful Loki Armor,0.0,1,0.6287855505943298,False,FP
Scenes 001-020__110A-2-_20230815160756908.mp4,Sylvie's horned headpiece,0.0,1,0.643390417098999,False,FP
Scenes 001-020__110A-2-_20230815160756908.mp4,Loki's dagger,0.0,1,0.637840211391449,False,FP
Scenes 001-020__110A-2-_20230815160756908.mp4,TVA Uniform,0.0,1,0.604271650314331,False,FP
Scenes 001-020__110A-2-_20230815160756908.mp4,Kid Loki Armor,0.0,1,0.6719772219657898,False,FP
Scenes 001-020__110A-2-_20230815160756908.mp4,TVA Prisoner Uniform,0.0,1,0.9267522096633911,True,FP
Scenes 001-020__110A-2-_20230815160756908.mp4,Loki's Variant uniform,0.0,0,0.0,False,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,Sylvie's machete,0.0,1,0.6750969886779785,False,FP
Scenes 001-020__110A-2-_20230815160756908.mp4,TVA Collar,1.0,1,0.9742226004600525,True,TP
Scenes 001-020__110A-2-_20230815160756908.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,False,TN
Scenes 001-020__110A-2-_20230815160756908.mp4,TemPad,0.0,1,0.6803740859031677,False,FP
Scenes 001-020__110A-2-_20230815160756908.mp4,Classic Loki Armor,0.0,0,0.0,False,TN
Scenes 001-020__201D-2-_20230815184746334.mp4,TVA Monitor,0.0,1,0.7257633805274963,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,Loki's Armor,0.0,1,0.7651565074920654,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,Aligator Loki Plushie,0.0,1,0.7618992924690247,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,Time Stick,0.0,1,0.7629390954971313,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,TimeSpear,0.0,1,0.7896661162376404,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,Sylvie's Armor,0.0,1,0.6382725834846497,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,Boastful Loki Armor,0.0,1,0.7368906736373901,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,Sylvie's horned headpiece,0.0,1,0.623702347278595,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,Loki's dagger,0.0,1,0.6549342274665833,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,TVA Uniform,0.0,1,0.6723008751869202,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,Kid Loki Armor,0.0,1,0.6351532936096191,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,TVA Prisoner Uniform,0.0,1,0.7311007380485535,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,Loki's Variant uniform,0.0,1,0.6512905359268188,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,Sylvie's machete,0.0,1,0.6917721033096313,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,TVA Collar,0.0,1,0.7498375177383423,False,FP
Scenes 001-020__201D-2-_20230815184746334.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,False,TN
Scenes 001-020__201D-2-_20230815184746334.mp4,TemPad,1.0,1,0.9454252123832703,True,TP
Scenes 001-020__201D-2-_20230815184746334.mp4,Classic Loki Armor,0.0,0,0.0,False,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,TVA Monitor,1.0,1,0.9692792296409607,True,TP
Scenes 001-020__110A-1-_20230728125233251.mp4,Loki's Armor,0.0,1,0.6314235925674438,False,FP
Scenes 001-020__110A-1-_20230728125233251.mp4,Aligator Loki Plushie,0.0,1,0.6658233404159546,False,FP
Scenes 001-020__110A-1-_20230728125233251.mp4,Time Stick,0.0,1,0.6556539535522461,False,FP
Scenes 001-020__110A-1-_20230728125233251.mp4,TimeSpear,0.0,1,0.7239944934844971,False,FP
Scenes 001-020__110A-1-_20230728125233251.mp4,Sylvie's Armor,0.0,0,0.0,False,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Boastful Loki Armor,0.0,1,0.6205577850341797,False,FP
Scenes 001-020__110A-1-_20230728125233251.mp4,Sylvie's horned headpiece,0.0,1,0.6446478366851807,False,FP
Scenes 001-020__110A-1-_20230728125233251.mp4,Loki's dagger,0.0,0,0.0,False,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,TVA Uniform,0.0,1,0.6263864636421204,False,FP
Scenes 001-020__110A-1-_20230728125233251.mp4,Kid Loki Armor,0.0,0,0.0,False,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,TVA Prisoner Uniform,1.0,1,0.9439162015914917,True,TP
Scenes 001-020__110A-1-_20230728125233251.mp4,Loki's Variant uniform,0.0,0,0.0,False,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Sylvie's machete,0.0,0,0.0,False,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,TVA Collar,1.0,1,0.973396897315979,True,TP
Scenes 001-020__110A-1-_20230728125233251.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,False,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,TemPad,0.0,0,0.0,False,TN
Scenes 001-020__110A-1-_20230728125233251.mp4,Classic Loki Armor,0.0,0,0.0,False,TN
Scenes 041-060__244G-1-_20230815212159478.mp4,TVA Monitor,0.0,0,0.0,False,TN
Scenes 041-060__244G-1-_20230815212159478.mp4,Loki's Armor,0.0,0,0.0,False,TN
Scenes 041-060__244G-1-_20230815212159478.mp4,Aligator Loki Plushie,0.0,0,0.0,False,TN
Scenes 041-060__244G-1-_20230815212159478.mp4,Time Stick,0.0,1,0.7249919176101685,False,FP
Scenes 041-060__244G-1-_20230815212159478.mp4,TimeSpear,0.0,1,0.6995682716369629,False,FP
Scenes 041-060__244G-1-_20230815212159478.mp4,Sylvie's Armor,0.0,0,0.0,False,TN
Scenes 041-060__244G-1-_20230815212159478.mp4,Boastful Loki Armor,0.0,1,0.5673571228981018,False,FP
Scenes 041-060__244G-1-_20230815212159478.mp4,Sylvie's horned headpiece,0.0,0,0.0,False,TN
Scenes 041-060__244G-1-_20230815212159478.mp4,Loki's dagger,0.0,1,0.621728777885437,False,FP
Scenes 041-060__244G-1-_20230815212159478.mp4,TVA Uniform,0.0,0,0.0,False,TN
Scenes 041-060__244G-1-_20230815212159478.mp4,Kid Loki Armor,0.0,1,0.6952506899833679,False,FP
Scenes 041-060__244G-1-_20230815212159478.mp4,TVA Prisoner Uniform,0.0,1,0.7695258855819702,False,FP
Scenes 041-060__244G-1-_20230815212159478.mp4,Loki's Variant uniform,1.0,1,0.7445371150970459,False,TP
Scenes 041-060__244G-1-_20230815212159478.mp4,Sylvie's machete,0.0,1,0.48799797892570496,False,FP
Scenes 041-060__244G-1-_20230815212159478.mp4,TVA Collar,0.0,0,0.0,False,TN
Scenes 041-060__244G-1-_20230815212159478.mp4,Ravonna Renslayer's Uniform,0.0,1,0.6919187307357788,False,FP
Scenes 041-060__244G-1-_20230815212159478.mp4,TemPad,0.0,1,0.7092676162719727,False,FP
Scenes 041-060__244G-1-_20230815212159478.mp4,Classic Loki Armor,0.0,0,0.0,False,TN
Scenes 001-020__220D-2-_20230815190723523.mp4,TVA Monitor,0.0,0,0.0,False,TN
Scenes 001-020__220D-2-_20230815190723523.mp4,Loki's Armor,0.0,0,0.0,False,TN
Scenes 001-020__220D-2-_20230815190723523.mp4,Aligator Loki Plushie,0.0,0,0.0,False,TN
Scenes 001-020__220D-2-_20230815190723523.mp4,Time Stick,0.0,1,0.5955502390861511,False,FP
Scenes 001-020__220D-2-_20230815190723523.mp4,TimeSpear,0.0,1,0.7869745492935181,False,FP
Scenes 001-020__220D-2-_20230815190723523.mp4,Sylvie's Armor,0.0,1,0.6477624177932739,False,FP
Scenes 001-020__220D-2-_20230815190723523.mp4,Boastful Loki Armor,0.0,1,0.6527758836746216,False,FP
Scenes 001-020__220D-2-_20230815190723523.mp4,Sylvie's horned headpiece,0.0,1,0.7010084986686707,False,FP
Scenes 001-020__220D-2-_20230815190723523.mp4,Loki's dagger,0.0,1,0.6687886714935303,False,FP
Scenes 001-020__220D-2-_20230815190723523.mp4,TVA Uniform,0.0,0,0.0,False,TN
Scenes 001-020__220D-2-_20230815190723523.mp4,Kid Loki Armor,0.0,0,0.0,False,TN
Scenes 001-020__220D-2-_20230815190723523.mp4,TVA Prisoner Uniform,0.0,1,0.6566930413246155,False,FP
Scenes 001-020__220D-2-_20230815190723523.mp4,Loki's Variant uniform,0.0,1,0.8361430764198303,True,FP
Scenes 001-020__220D-2-_20230815190723523.mp4,Sylvie's machete,0.0,1,0.6872856616973877,False,FP
Scenes 001-020__220D-2-_20230815190723523.mp4,TVA Collar,0.0,1,0.6405733823776245,False,FP
Scenes 001-020__220D-2-_20230815190723523.mp4,Ravonna Renslayer's Uniform,0.0,1,0.6242285966873169,False,FP
Scenes 001-020__220D-2-_20230815190723523.mp4,TemPad,0.0,1,0.6964174509048462,False,FP
Scenes 001-020__220D-2-_20230815190723523.mp4,Classic Loki Armor,0.0,0,0.0,False,TN
Scenes 021-040__536C-1-_20230816063945052.mp4,TVA Monitor,0.0,1,0.6501182317733765,False,FP
Scenes 021-040__536C-1-_20230816063945052.mp4,Loki's Armor,0.0,0,0.0,False,TN
Scenes 021-040__536C-1-_20230816063945052.mp4,Aligator Loki Plushie,1.0,1,0.95110023021698,True,TP
Scenes 021-040__536C-1-_20230816063945052.mp4,Time Stick,0.0,1,0.6802175045013428,False,FP
Scenes 021-040__536C-1-_20230816063945052.mp4,TimeSpear,0.0,1,0.6420047879219055,False,FP
Scenes 021-040__536C-1-_20230816063945052.mp4,Sylvie's Armor,0.0,0,0.0,False,TN
Scenes 021-040__536C-1-_20230816063945052.mp4,Boastful Loki Armor,0.0,1,0.7184200286865234,False,FP
Scenes 021-040__536C-1-_20230816063945052.mp4,Sylvie's horned headpiece,0.0,0,0.0,False,TN
Scenes 021-040__536C-1-_20230816063945052.mp4,Loki's dagger,0.0,0,0.0,False,TN
Scenes 021-040__536C-1-_20230816063945052.mp4,TVA Uniform,0.0,0,0.0,False,TN
Scenes 021-040__536C-1-_20230816063945052.mp4,Kid Loki Armor,0.0,0,0.0,False,TN
Scenes 021-040__536C-1-_20230816063945052.mp4,TVA Prisoner Uniform,0.0,1,0.6663198471069336,False,FP
Scenes 021-040__536C-1-_20230816063945052.mp4,Loki's Variant uniform,0.0,1,0.6742908358573914,False,FP
Scenes 021-040__536C-1-_20230816063945052.mp4,Sylvie's machete,0.0,1,0.7075226306915283,False,FP
Scenes 021-040__536C-1-_20230816063945052.mp4,TVA Collar,0.0,1,0.6182934045791626,False,FP
Scenes 021-040__536C-1-_20230816063945052.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,False,TN
Scenes 021-040__536C-1-_20230816063945052.mp4,TemPad,0.0,1,0.6838722229003906,False,FP
Scenes 021-040__536C-1-_20230816063945052.mp4,Classic Loki Armor,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,TVA Monitor,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,Loki's Armor,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,Aligator Loki Plushie,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,Time Stick,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,TimeSpear,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,Sylvie's Armor,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,Boastful Loki Armor,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,Sylvie's horned headpiece,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,Loki's dagger,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,TVA Uniform,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,Kid Loki Armor,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,TVA Prisoner Uniform,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,Loki's Variant uniform,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,Sylvie's machete,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,TVA Collar,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,TemPad,0.0,0,0.0,False,TN
Scenes 021-040__528A-2-_20230815195348745.mp4,Classic Loki Armor,0.0,0,0.0,False,TN
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,TVA Monitor,0.0,0,0.0,False,TN
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,Loki's Armor,0.0,0,0.0,False,TN
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,Aligator Loki Plushie,1.0,1,0.9521578550338745,True,TP
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,Time Stick,0.0,0,0.0,False,TN
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,TimeSpear,0.0,0,0.0,False,TN
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,Sylvie's Armor,0.0,0,0.0,False,TN
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,Boastful Loki Armor,0.0,1,0.5974393486976624,False,FP
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,Sylvie's horned headpiece,0.0,0,0.0,False,TN
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,Loki's dagger,0.0,0,0.0,False,TN
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,TVA Uniform,0.0,0,0.0,False,TN
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,Kid Loki Armor,0.0,1,0.7561421394348145,False,FP
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,TVA Prisoner Uniform,0.0,0,0.0,False,TN
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,Loki's Variant uniform,0.0,0,0.0,False,TN
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,Sylvie's machete,0.0,1,0.8195141553878784,True,FP
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,TVA Collar,0.0,0,0.0,False,TN
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,Ravonna Renslayer's Uniform,0.0,0,0.0,False,TN
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,TemPad,0.0,0,0.0,False,TN
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,Classic Loki Armor,0.0,0,0.0,False,TN
Scenes 041-060__244F-1- mos_20230815211755975.mp4,TVA Monitor,0.0,1,0.6328788995742798,False,FP
Scenes 041-060__244F-1- mos_20230815211755975.mp4,Loki's Armor,0.0,0,0.0,False,TN
Scenes 041-060__244F-1- mos_20230815211755975.mp4,Aligator Loki Plushie,0.0,0,0.0,False,TN
Scenes 041-060__244F-1- mos_20230815211755975.mp4,Time Stick,0.0,0,0.0,False,TN
Scenes 041-060__244F-1- mos_20230815211755975.mp4,TimeSpear,0.0,1,0.6955773830413818,False,FP
Scenes 041-060__244F-1- mos_20230815211755975.mp4,Sylvie's Armor,0.0,0,0.0,False,TN
Scenes 041-060__244F-1- mos_20230815211755975.mp4,Boastful Loki Armor,0.0,0,0.0,False,TN
Scenes 041-060__244F-1- mos_20230815211755975.mp4,Sylvie's horned headpiece,0.0,0,0.0,False,TN
