video,class,actual,prediction,confidence,result_type
Scenes 001-020__306E-1-_20230815201829547.mp4,Loki's Variant uniform,1.0,0,0.0,FN
Scenes 021-040__235-1-_20230815192601740.mp4,Loki's Variant uniform,1.0,0,0.0,FN
Scenes 021-040__235-1-_20230815192601740.mp4,TVA Uniform,1.0,0,0.0,FN
Scenes 061-080__163A-1- mos_20230815180055695.mp4,TVA Prisoner Uniform,1.0,0,0.0,FN
Scenes 001-020__305C-1_20230815193534665.mp4,Sylvie's horned headpiece,1.0,0,0.0,FN
Scenes 001-020__305C-1_20230815193534665.mp4,Loki's Variant uniform,1.0,0,0.0,FN
Scenes 001-020__305C-1_20230815193534665.mp4,Sylvie's Armor,1.0,0,0.0,FN
Scenes 001-020__306B-5-_20230815201805729.mp4,Loki's Variant uniform,1.0,0,0.0,FN
Scenes 001-020__306B-5-_20230815201805729.mp4,Sylvie's Armor,1.0,0,0.0,FN
Scenes 061-080__265A-1-_20230815215951493.mp4,Time Stick,1.0,0,0.0,FN
Scenes 021-040__323A-1_20230816000111901.mp4,Sylvie's Armor,1.0,0,0.0,FN
Scenes 001-020__111D-1-_20230728135829842.mp4,TVA Prisoner Uniform,1.0,0,0.0,FN
Scenes 061-080__165A-4-_20230815180313546.mp4,TVA Prisoner Uniform,1.0,0,0.0,FN
Scenes 001-020__207A-1-_20230815182030372.mp4,Loki's Variant uniform,1.0,0,0.0,FN
Scenes 001-020__207A-1-_20230815182030372.mp4,Time Stick,1.0,0,0.0,FN
Scenes 061-080__265G-3-_20230815215442372.mp4,Sylvie's machete,1.0,0,0.0,FN
Scenes 061-080__165A-1-_20230815180241405.mp4,Time Stick,1.0,0,0.0,FN
Scenes 061-080__165A-1-_20230815180241405.mp4,TVA Prisoner Uniform,1.0,0,0.0,FN
