video,class,actual,predicted,confidence,frame,classification,iteration,extraction_timestamp,reason,negative_class_created,embedding_available
Scenes 021-040__235C-2- mos_20230815192640043.mp4,TemPad,0.0,1,0.8297918438911438,5.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_TemPad,True
Scenes 021-040__237B-1-_20230815180326204.mp4,Aligator Loki Plushie,0.0,1,0.828784704208374,164.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_Aligator Loki Plushie,True
Scenes 021-040__237B-1-_20230815180326204.mp4,Loki's Armor,0.0,1,0.8628377914428711,159.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_Loki's Armor,True
Scenes 021-040__237B-1-_20230815180326204.mp4,Loki's dagger,0.0,1,0.8360793590545654,57.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_Loki's dagger,True
Scenes 021-040__237B-1-_20230815180326204.mp4,Sylvie's machete,0.0,1,0.8945833444595337,205.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_Sylvie's machete,True
Scenes 021-040__237B-1-_20230815180326204.mp4,TVA Prisoner Uniform,0.0,1,0.8330487012863159,109.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_TVA Prisoner Uniform,True
Scenes 021-040__237B-1-_20230815180326204.mp4,TimeSpear,0.0,1,0.9030346274375916,35.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_TimeSpear,True
Scenes 021-040__440H-2b-_20230816031331933.mp4,Aligator Loki Plushie,0.0,1,0.8466017246246338,55.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_Aligator Loki Plushie,True
Scenes 041-060__156-6a- only pu_20230815175525189.mp4,TemPad,0.0,1,0.8129251003265381,70.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_TemPad,True
Scenes 041-060__156D-1- mos_20230815181940173.mp4,TVA Collar,0.0,1,0.8393920660018921,171.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_TVA Collar,True
Scenes 041-060__156F-1-_20230815175731629.mp4,TemPad,0.0,1,0.8343374133110046,98.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_TemPad,True
Scenes 041-060__244A-7- pu_20230815211729392.mp4,Ravonna Renslayer's Uniform,0.0,1,0.814937174320221,56.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_Ravonna Renslayer's Uniform,True
Scenes 041-060__244A-7- pu_20230815211729392.mp4,TVA Collar,0.0,1,0.8259767889976501,59.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_TVA Collar,True
Scenes 041-060__244A-7- pu_20230815211729392.mp4,TVA Prisoner Uniform,0.0,1,0.8571072816848755,13.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_TVA Prisoner Uniform,True
Scenes 041-060__244B-1-_20230815212053650.mp4,TVA Prisoner Uniform,0.0,1,0.8776364326477051,62.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_TVA Prisoner Uniform,True
Scenes 061-080__165A-1-_20230815180241405.mp4,Sylvie's machete,0.0,1,0.8282374143600464,25.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_Sylvie's machete,True
Scenes 061-080__165A-1-_20230815180241405.mp4,TVA Collar,0.0,1,0.8339523673057556,92.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_TVA Collar,True
Scenes 061-080__165A-1-_20230815180241405.mp4,TemPad,0.0,1,0.8326566815376282,37.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_TemPad,True
Scenes 061-080__165A-4-_20230815180313546.mp4,Sylvie's machete,0.0,1,0.8181771039962769,178.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_Sylvie's machete,True
Scenes 061-080__165A-4-_20230815180313546.mp4,TemPad,0.0,1,0.8377796411514282,315.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_TemPad,True
Scenes 061-080__265N-1_20230815220141511.mp4,TimeSpear,0.0,1,0.8411878943443298,34.0,FP,2,2025-05-30T16:08:26.256160,false_positive_for_training,not_TimeSpear,True
