video,frame,owl_label,embedding_shape,embedding_norm
Scenes 061-080__265A-1-_20230815215951493.mp4,10,Armored soldier,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,1,Horned helmet,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,10,Horned helmet,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,2,Dark coat,"(2048,)",0.9999999403953552
Scenes 061-080__265A-1-_20230815215951493.mp4,4,Armored soldier,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,14,Horned helmet,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,9,Armored soldier,"(2048,)",0.9999999403953552
Scenes 061-080__265A-1-_20230815215951493.mp4,8,Dark leather armor,"(2048,)",0.9999999403953552
Scenes 061-080__265A-1-_20230815215951493.mp4,10,Dark leather armor,"(2048,)",0.9999999403953552
Scenes 061-080__265A-1-_20230815215951493.mp4,6,Dark leather armor,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,12,Horned helmet,"(2048,)",0.9999999403953552
Scenes 061-080__265A-1-_20230815215951493.mp4,21,Cane,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,5,Horned helmet,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,9,Horned helmet,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,0,Horned helmet,"(2048,)",0.9999999403953552
Scenes 061-080__265A-1-_20230815215951493.mp4,7,Dark leather armor,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,5,Dark leather armor,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,32,Dark coat,"(2048,)",0.9999999403953552
Scenes 061-080__265A-1-_20230815215951493.mp4,9,Horned helmet,"(2048,)",0.9999998807907104
Scenes 061-080__265A-1-_20230815215951493.mp4,5,Horned helmet,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,4,Horned helmet,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,6,Armored soldier,"(2048,)",0.9999999403953552
Scenes 061-080__265A-1-_20230815215951493.mp4,7,Machete,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,9,Machete,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,7,Machete,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,25,Horned helmet,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,32,Dark coat,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,8,Armored soldier,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,9,Dark leather armor,"(2048,)",0.9999999403953552
Scenes 061-080__265A-1-_20230815215951493.mp4,8,Armored soldier,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,17,Horned helmet,"(2048,)",0.9999998807907104
Scenes 061-080__265A-1-_20230815215951493.mp4,31,Dark coat,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,7,Horned helmet,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,15,Horned helmet,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,16,Dark coat,"(2048,)",0.9999999403953552
Scenes 061-080__265A-1-_20230815215951493.mp4,7,Armored soldier,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,33,Dark hooded tunic,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,33,Dark hooded tunic,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,6,Dark leather armor,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,4,Dark coat,"(2048,)",0.9999999403953552
Scenes 061-080__265A-1-_20230815215951493.mp4,7,Dark leather armor,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,0,Armored soldier,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,11,Dark coat,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,6,Horned helmet,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,5,Brown jacket,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,34,Dark coat,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,10,Armored soldier,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,4,Machete,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,10,Dark leather armor,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,5,Machete,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,8,Horned helmet,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,7,Dark leather armor,"(2048,)",0.9999999403953552
Scenes 061-080__265A-1-_20230815215951493.mp4,34,Dark coat,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,10,Dark coat,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,9,Armored soldier,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,4,Horned helmet,"(2048,)",0.9999999403953552
Scenes 061-080__265A-1-_20230815215951493.mp4,0,Dark coat,"(2048,)",1.0
Scenes 061-080__265A-1-_20230815215951493.mp4,0,Armored soldier,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,30,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,19,Horned helmet,"(2048,)",0.9999999403953552
Scenes 001-020__317-9-_20230815232900331.mp4,21,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,0,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__317-9-_20230815232900331.mp4,17,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__317-9-_20230815232900331.mp4,18,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,20,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,31,Black quilted jacket,"(2048,)",0.9999999403953552
Scenes 001-020__317-9-_20230815232900331.mp4,16,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__317-9-_20230815232900331.mp4,29,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,28,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,24,Beige collared shirt,"(2048,)",0.9999999403953552
Scenes 001-020__317-9-_20230815232900331.mp4,36,Dark coat,"(2048,)",1.0000001192092896
Scenes 001-020__317-9-_20230815232900331.mp4,23,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,26,Beige collared shirt,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,32,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,28,Beige collared shirt,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,3,Handheld Device,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,25,Beige collared shirt,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,25,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,22,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__317-9-_20230815232900331.mp4,20,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__317-9-_20230815232900331.mp4,16,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,31,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,29,Beige collared shirt,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,16,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__317-9-_20230815232900331.mp4,31,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__317-9-_20230815232900331.mp4,33,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,4,Handheld Device,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,15,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,34,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,24,Dark coat,"(2048,)",0.9999998807907104
Scenes 001-020__317-9-_20230815232900331.mp4,19,Dark coat,"(2048,)",1.0
Scenes 001-020__317-9-_20230815232900331.mp4,21,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,19,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__317B-2_20230815234008274.mp4,7,Dark coat,"(2048,)",0.9999998807907104
Scenes 001-020__317B-2_20230815234008274.mp4,13,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,9,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,24,Beige collared shirt,"(2048,)",1.0000001192092896
Scenes 001-020__317B-2_20230815234008274.mp4,10,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,0,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__317B-2_20230815234008274.mp4,6,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__317B-2_20230815234008274.mp4,5,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__317B-2_20230815234008274.mp4,17,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,2,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,4,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,1,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,11,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,3,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,11,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__317B-2_20230815234008274.mp4,4,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,26,Beige collared shirt,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,28,Beige collared shirt,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,23,Beige collared shirt,"(2048,)",0.9999999403953552
Scenes 001-020__317B-2_20230815234008274.mp4,22,Beige collared shirt,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,4,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__317B-2_20230815234008274.mp4,27,Beige collared shirt,"(2048,)",0.9999999403953552
Scenes 001-020__317B-2_20230815234008274.mp4,16,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,4,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,8,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,14,Dark coat,"(2048,)",0.9999999403953552
Scenes 001-020__317B-2_20230815234008274.mp4,15,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,11,Dark coat,"(2048,)",1.0
Scenes 001-020__317B-2_20230815234008274.mp4,12,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,8,Handheld Device,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,70,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,11,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,8,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,21,Dark coat,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,13,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,35,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,77,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,31,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,15,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,44,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,75,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,19,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,39,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,32,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,4,Machete,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,37,Dark coat,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,54,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,28,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,42,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,34,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,3,Machete,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,48,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,43,Dark coat,"(2048,)",0.9999998807907104
Scenes 041-060__244G-1-_20230815212159478.mp4,4,Machete,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,26,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,10,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,73,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,73,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,40,Dark coat,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,16,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,47,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,68,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,38,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,2,Machete,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,31,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,14,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,32,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,64,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,29,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,41,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,76,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,9,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,12,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,76,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,60,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,25,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,27,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,42,Dark coat,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,52,Handheld Device,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,69,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,30,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,18,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,33,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,33,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,46,Brown jacket,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,63,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,0,Handheld Device,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,42,Dark coat,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,43,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,24,Dark coat,"(2048,)",0.9999999403953552
Scenes 041-060__244G-1-_20230815212159478.mp4,20,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,45,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,74,Dark coat,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,17,Brown jacket,"(2048,)",1.0
Scenes 041-060__244G-1-_20230815212159478.mp4,53,Brown jacket,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,64,Brown jacket,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,45,Horned helmet,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,47,Horned helmet,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,52,Dark coat,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,61,Brown jacket,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,23,Handheld Device,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,33,Brown jacket,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,57,Dark coat,"(2048,)",1.0000001192092896
Scenes 061-080__265M-2-_20230815215612783.mp4,42,Brown jacket,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,18,Machete,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,44,Machete,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,55,Dark coat,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,4,Handheld Device,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,26,Dark coat,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,14,Machete,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,23,Machete,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,64,Horned helmet,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,57,Horned helmet,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,19,Horned helmet,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,49,Brown jacket,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,31,Horned helmet,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,29,Machete,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,13,Brown jacket,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,43,Brown jacket,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,34,Horned helmet,"(2048,)",1.0000001192092896
Scenes 061-080__265M-2-_20230815215612783.mp4,10,Brown jacket,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,5,Handheld Device,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,48,Brown jacket,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,48,Machete,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,63,Horned helmet,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,45,Machete,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,16,Dark coat,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,49,Machete,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,9,Brown jacket,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,15,Machete,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,39,Brown jacket,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,35,Brown jacket,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,59,Dark coat,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,27,Horned helmet,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,8,Horned helmet,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,33,Horned helmet,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,7,Horned helmet,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,53,Horned helmet,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,46,Machete,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,27,Machete,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,49,Dark coat,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,58,Horned helmet,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,29,Horned helmet,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,8,Brown jacket,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,54,Brown jacket,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,47,Brown jacket,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,56,Machete,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,63,Horned helmet,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,62,Brown jacket,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,10,Horned helmet,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,28,Brown jacket,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,8,Dark coat,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,36,Brown jacket,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,24,Machete,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,65,Dark coat,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,6,Dark coat,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,30,Brown jacket,"(2048,)",0.9999998807907104
Scenes 061-080__265M-2-_20230815215612783.mp4,12,Machete,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,7,Classic Loki,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,5,Handheld Device,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,32,Horned helmet,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,16,Dark coat,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,40,Horned helmet,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,37,Brown jacket,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,42,Horned helmet,"(2048,)",1.0000001192092896
Scenes 061-080__265M-2-_20230815215612783.mp4,45,Dark coat,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,64,Machete,"(2048,)",1.0000001192092896
Scenes 061-080__265M-2-_20230815215612783.mp4,37,Horned helmet,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,7,Dark coat,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,54,Horned helmet,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,29,Dark coat,"(2048,)",1.0
Scenes 061-080__265M-2-_20230815215612783.mp4,29,Dark coat,"(2048,)",0.9999999403953552
Scenes 061-080__265M-2-_20230815215612783.mp4,25,Machete,"(2048,)",1.0
