video,class,actual,predicted,confidence,frame,classification,iteration,extraction_timestamp,reason,negative_class_created,embedding_available
Scenes 001-020__306C-1-_20230815201919138.mp4,Aligator Loki Plushie,0.0,1,0.8326578140258789,3.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Aligator Loki Plushie,True
Scenes 001-020__306C-1-_20230815201919138.mp4,Sylvie's machete,0.0,1,0.8869606852531433,68.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's machete,True
Scenes 001-020__306E-1-_20230815201829547.mp4,Aligator Loki Plushie,0.0,1,0.8199195861816406,25.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Aligator Loki Plushie,True
Scenes 001-020__306E-1-_20230815201829547.mp4,Sylvie's machete,0.0,1,0.8144883513450623,65.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's machete,True
Scenes 001-020__306E-1-_20230815201829547.mp4,TVA Prisoner Uniform,0.0,1,0.821654736995697,47.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TVA Prisoner Uniform,True
Scenes 001-020__309-3-_20230815150109755.mp4,Sylvie's machete,0.0,1,0.9006915092468262,24.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's machete,True
Scenes 001-020__314-3_20230815232058756.mp4,Sylvie's machete,0.0,1,0.8185345530509949,119.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's machete,True
Scenes 001-020__319-9_20230815201611576.mp4,Aligator Loki Plushie,0.0,1,0.8533871173858643,28.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Aligator Loki Plushie,True
Scenes 001-020__504K-1-_20230816050602143.mp4,Loki's Variant uniform,0.0,1,0.8195922374725342,28.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Loki's Variant uniform,True
Scenes 001-020__506E-1ng_b_20230816043951139.mp4,Sylvie's machete,0.0,1,0.8574717044830322,0.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's machete,True
Scenes 001-020__509-3_20230815200533637.mp4,TemPad,0.0,1,0.8830854892730713,43.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TemPad,True
Scenes 021-040__137E-1-_20230815175038515.mp4,TimeSpear,0.0,1,0.87823086977005,86.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TimeSpear,True
Scenes 021-040__221-4-_20230815180803766.mp4,Loki's dagger,0.0,1,0.8541398048400879,100.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Loki's dagger,True
Scenes 021-040__221-4-_20230815180803766.mp4,Ravonna Renslayer's Uniform,0.0,1,0.8164817094802856,21.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Ravonna Renslayer's Uniform,True
Scenes 021-040__221-4-_20230815180803766.mp4,TVA Prisoner Uniform,0.0,1,0.8047012090682983,83.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TVA Prisoner Uniform,True
Scenes 021-040__221-4-_20230815180803766.mp4,TemPad,0.0,1,0.8867644667625427,37.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TemPad,True
Scenes 021-040__222-2-_20230815185458410.mp4,Sylvie's machete,0.0,1,0.8045240640640259,38.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's machete,True
Scenes 021-040__222-2-_20230815185458410.mp4,TemPad,0.0,1,0.8457400798797607,58.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TemPad,True
Scenes 021-040__226A-1-_20230815185254846.mp4,Loki's dagger,0.0,1,0.8096412420272827,19.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Loki's dagger,True
Scenes 021-040__226A-1-_20230815185254846.mp4,Sylvie's machete,0.0,1,0.8742238283157349,119.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's machete,True
Scenes 021-040__234A-2-_20230815192229849.mp4,Loki's Armor,0.0,1,0.8150739669799805,102.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Loki's Armor,True
Scenes 021-040__234A-2-_20230815192229849.mp4,Sylvie's machete,0.0,1,0.8169674873352051,47.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's machete,True
Scenes 021-040__234A-2-_20230815192229849.mp4,TVA Collar,0.0,1,0.8690900206565857,167.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TVA Collar,True
Scenes 021-040__234A-2-_20230815192229849.mp4,TVA Prisoner Uniform,0.0,1,0.8081894516944885,43.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TVA Prisoner Uniform,True
Scenes 021-040__234A-2-_20230815192229849.mp4,TemPad,0.0,1,0.8299122452735901,171.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TemPad,True
Scenes 021-040__235-1-_20230815192601740.mp4,Kid Loki Armor,0.0,1,0.8008286952972412,25.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Kid Loki Armor,True
Scenes 021-040__235C-2- mos_20230815192640043.mp4,TemPad,0.0,1,0.8307419419288635,5.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TemPad,True
Scenes 021-040__237B-1-_20230815180326204.mp4,Aligator Loki Plushie,0.0,1,0.8297719955444336,164.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Aligator Loki Plushie,True
Scenes 021-040__237B-1-_20230815180326204.mp4,Loki's Armor,0.0,1,0.863399863243103,159.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Loki's Armor,True
Scenes 021-040__237B-1-_20230815180326204.mp4,Loki's dagger,0.0,1,0.8372904062271118,57.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Loki's dagger,True
Scenes 021-040__237B-1-_20230815180326204.mp4,Sylvie's machete,0.0,1,0.895068883895874,205.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's machete,True
Scenes 021-040__237B-1-_20230815180326204.mp4,TVA Prisoner Uniform,0.0,1,0.8328297138214111,109.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TVA Prisoner Uniform,True
Scenes 021-040__237B-1-_20230815180326204.mp4,TimeSpear,0.0,1,0.9035637378692627,35.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TimeSpear,True
Scenes 021-040__440H-2b-_20230816031331933.mp4,Aligator Loki Plushie,0.0,1,0.847137451171875,55.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Aligator Loki Plushie,True
Scenes 021-040__536A-3-_20230816063724398.mp4,Boastful Loki Armor,0.0,1,0.8393319845199585,94.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Boastful Loki Armor,True
Scenes 021-040__536A-3-_20230816063724398.mp4,Sylvie's machete,0.0,1,0.8238576054573059,22.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's machete,True
Scenes 021-040__536A-3-_20230816063724398.mp4,TVA Collar,0.0,1,0.8007566928863525,38.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TVA Collar,True
Scenes 021-040__536A-3-_20230816063724398.mp4,TemPad,0.0,1,0.8494200706481934,143.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TemPad,True
Scenes 041-060__156-5a- only pu_20230815181240389.mp4,TemPad,0.0,1,0.8516175150871277,173.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TemPad,True
Scenes 041-060__156-6a- only pu_20230815175525189.mp4,TemPad,0.0,1,0.8139105439186096,70.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TemPad,True
Scenes 041-060__156D-1- mos_20230815181940173.mp4,TVA Collar,0.0,1,0.8397679328918457,171.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TVA Collar,True
Scenes 041-060__156F-1-_20230815175731629.mp4,TemPad,0.0,1,0.835475504398346,98.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TemPad,True
Scenes 041-060__244A-7- pu_20230815211729392.mp4,Ravonna Renslayer's Uniform,0.0,1,0.8158512115478516,56.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Ravonna Renslayer's Uniform,True
Scenes 041-060__244A-7- pu_20230815211729392.mp4,TVA Collar,0.0,1,0.8267828226089478,59.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TVA Collar,True
Scenes 041-060__244A-7- pu_20230815211729392.mp4,TVA Prisoner Uniform,0.0,1,0.8575732111930847,13.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TVA Prisoner Uniform,True
Scenes 041-060__244B-1-_20230815212053650.mp4,TVA Prisoner Uniform,0.0,1,0.877616286277771,62.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TVA Prisoner Uniform,True
Scenes 061-080__165A-1-_20230815180241405.mp4,Sylvie's machete,0.0,1,0.8296724557876587,25.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's machete,True
Scenes 061-080__165A-1-_20230815180241405.mp4,TVA Collar,0.0,1,0.8347116708755493,92.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TVA Collar,True
Scenes 061-080__165A-1-_20230815180241405.mp4,TemPad,0.0,1,0.8341482281684875,37.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TemPad,True
Scenes 061-080__165A-4-_20230815180313546.mp4,Sylvie's machete,0.0,1,0.8195946216583252,178.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's machete,True
Scenes 061-080__165A-4-_20230815180313546.mp4,TemPad,0.0,1,0.8386127948760986,315.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TemPad,True
Scenes 061-080__265N-1_20230815220141511.mp4,TimeSpear,0.0,1,0.8420083522796631,34.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TimeSpear,True
